"","Update","Unique.Phenotypes.Task","Shannon.Diversity","Unique.Phenotype.Count","Average.Phenotype.Diversity","Average.Task.Diversity","NA","Fitness","Generation","Pop.Size","Unique.Genotypes","Condition","Killed","Patches","Ecology","Initial.Pop","Seed"
"77",1e+05,8,1.8043,77,1.38233,3.69136,NA,2.00065e+25,638.985,0,0,"100_patches_3_cells_100_killed_ecology-pop9_9166",100,100,"Y","pop9",9166
"78",1e+05,7,1.48905,57,1.44029,3.83089,NA,1.56913e+30,257.592,0,0,"100_patches_3_cells_100_killed_ecology-pop9_9167",100,100,"Y","pop9",9167
"79",1e+05,8,1.56552,89,1.28561,3.40629,NA,1.03769e+30,329.607,0,0,"100_patches_3_cells_100_killed_ecology-pop9_9168",100,100,"Y","pop9",9168
"80",1e+05,7,1.60823,79,1.34005,3.55543,NA,1.90263e+30,328.205,0,0,"100_patches_3_cells_100_killed_ecology-pop9_9169",100,100,"Y","pop9",9169
"181",1e+05,6,1.40005,6,2.63494,6.56492,NA,20.5514,2832.29,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9380",200,100,"Y","pop10",9380
"182",1e+05,7,1.3876,8,2.66745,6.66851,NA,22.8096,2827.19,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9381",200,100,"Y","pop10",9381
"183",1e+05,5,1.32405,6,2.66039,6.64128,NA,21.6331,2819.19,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9382",200,100,"Y","pop10",9382
"184",1e+05,7,1.43733,8,2.678,6.73839,NA,19.9846,2832.56,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9383",200,100,"Y","pop10",9383
"185",1e+05,6,1.32822,7,2.71825,6.89205,NA,21.2,2806.87,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9384",200,100,"Y","pop10",9384
"186",93000,8,1.63155,8,2.67481,6.69367,NA,19.5464,2672.46,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9385",200,100,"Y","pop10",9385
"187",1e+05,7,1.23295,8,2.69238,6.77331,NA,21.6119,2852.67,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9386",200,100,"Y","pop10",9386
"188",1e+05,7,1.53454,8,2.63364,6.5397,NA,21.8475,2802.77,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9387",200,100,"Y","pop10",9387
"189",1e+05,6,1.34946,8,2.65025,6.61283,NA,18.34,2832.35,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9388",200,100,"Y","pop10",9388
"190",1e+05,6,1.28056,8,2.69233,6.77343,NA,25.4213,2838.01,0,0,"100_patches_3_cells_200_killed_ecology-pop10_9389",200,100,"Y","pop10",9389
"191",1e+05,4,1.26923,18,2.55569,6.14175,NA,231340,849.119,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9200",200,100,"Y","pop1",9200
"192",1e+05,5,0.895176,17,2.26934,5.2977,NA,2324270,624.669,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9201",200,100,"Y","pop1",9201
"193",1e+05,4,1.39881,15,2.46388,5.9325,NA,252241,844.395,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9202",200,100,"Y","pop1",9202
"194",1e+05,3,1.2538,13,2.53486,6.12296,NA,240552,847.465,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9203",200,100,"Y","pop1",9203
"195",1e+05,5,1.2837,12,2.43968,5.84879,NA,96428200,587.741,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9204",200,100,"Y","pop1",9204
"196",1e+05,4,1.22748,15,2.58866,6.22427,NA,295609,893.362,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9205",200,100,"Y","pop1",9205
"197",1e+05,3,1.22683,16,2.54169,6.10746,NA,1395800,812.062,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9206",200,100,"Y","pop1",9206
"198",1e+05,4,1.41337,12,2.4385,5.88707,NA,793772,782.705,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9207",200,100,"Y","pop1",9207
"199",1e+05,5,1.42152,15,2.30136,5.50049,NA,979388,698.336,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9208",200,100,"Y","pop1",9208
"200",1e+05,4,1.47971,14,2.32726,5.61361,NA,512650,707.23,0,0,"100_patches_3_cells_200_killed_ecology-pop1_9209",200,100,"Y","pop1",9209
"201",1e+05,9,2.26457,16,2.38653,6.07163,NA,97194.8,1051.72,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9220",200,100,"Y","pop2",9220
"202",1e+05,8,2.24426,18,2.41418,5.93087,NA,83503.9,1093.61,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9221",200,100,"Y","pop2",9221
"203",1e+05,8,2.27976,20,2.44281,6.24276,NA,135618,1105.47,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9222",200,100,"Y","pop2",9222
"204",1e+05,8,2.39099,25,2.27701,5.56485,NA,79627.7,1067.81,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9223",200,100,"Y","pop2",9223
"205",1e+05,7,2.1163,12,2.33889,5.97495,NA,247010,1164.38,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9224",200,100,"Y","pop2",9224
"206",1e+05,7,2.26459,12,2.31107,5.85277,NA,185813,1131.45,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9225",200,100,"Y","pop2",9225
"207",1e+05,9,2.26833,14,2.24787,5.71252,NA,143833,1087.1,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9226",200,100,"Y","pop2",9226
"208",1e+05,8,2.33753,14,2.35008,5.97605,NA,194695,1132.66,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9227",200,100,"Y","pop2",9227
"209",1e+05,7,2.30659,19,2.36454,6.00189,NA,88643.5,1127.52,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9228",200,100,"Y","pop2",9228
"210",1e+05,6,2.04766,12,2.23294,5.70633,NA,241617,1072.27,0,0,"100_patches_3_cells_200_killed_ecology-pop2_9229",200,100,"Y","pop2",9229
"211",1e+05,5,1.12716,36,1.32499,3.30825,NA,3109510,734.388,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9240",200,100,"Y","pop3",9240
"212",1e+05,5,1.12461,40,1.32242,3.32371,NA,7298690,754.768,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9241",200,100,"Y","pop3",9241
"213",1e+05,4,1.12808,42,1.4574,3.63934,NA,4307470,751.449,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9242",200,100,"Y","pop3",9242
"214",1e+05,4,1.53249,25,1.91303,4.77129,NA,14421500,776.467,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9243",200,100,"Y","pop3",9243
"215",1e+05,6,1.13454,38,1.32541,3.3069,NA,3293860,740.945,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9244",200,100,"Y","pop3",9244
"216",1e+05,4,1.0956,40,1.33043,3.34715,NA,9528930,736.494,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9245",200,100,"Y","pop3",9245
"217",1e+05,4,1.09326,31,1.52118,3.79622,NA,5052650,869.319,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9246",200,100,"Y","pop3",9246
"218",1e+05,5,1.10626,39,1.25393,3.15273,NA,8360180,715.876,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9247",200,100,"Y","pop3",9247
"219",1e+05,5,1.12812,30,1.48563,3.70618,NA,4637580,778.646,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9248",200,100,"Y","pop3",9248
"220",1e+05,6,1.08348,36,1.01179,2.52668,NA,5.97935e+33,177.109,0,0,"100_patches_3_cells_200_killed_ecology-pop3_9249",200,100,"Y","pop3",9249
"221",1e+05,8,2.02528,12,2.72658,6.64035,NA,11.714,2637.18,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9260",200,100,"Y","pop4",9260
"222",1e+05,9,2.19683,13,2.71685,6.60221,NA,8.8931,2671.17,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9261",200,100,"Y","pop4",9261
"223",1e+05,9,2.22851,13,2.69707,6.51221,NA,12.699,2582.93,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9262",200,100,"Y","pop4",9262
"224",1e+05,10,2.29737,15,2.69989,6.52339,NA,11.0236,2616.27,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9263",200,100,"Y","pop4",9263
"225",1e+05,12,2.47868,16,2.69024,6.48095,NA,9.86008,2574.54,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9264",200,100,"Y","pop4",9264
"226",1e+05,9,2.14344,15,2.71442,6.58798,NA,11.4268,2603.3,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9265",200,100,"Y","pop4",9265
"227",1e+05,12,2.51825,18,2.69477,6.5,NA,12.8415,2612.19,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9266",200,100,"Y","pop4",9266
"228",1e+05,9,2.30681,12,2.68872,6.47316,NA,10.4364,2565.53,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9267",200,100,"Y","pop4",9267
"229",1e+05,11,2.39354,17,2.68191,6.44301,NA,9.51768,2575.51,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9268",200,100,"Y","pop4",9268
"230",1e+05,8,2.25718,12,2.7085,6.56443,NA,11.475,2587.67,0,0,"100_patches_3_cells_200_killed_ecology-pop4_9269",200,100,"Y","pop4",9269
"231",1e+05,8,1.96351,30,2.72415,6.67148,NA,736.522,1690.15,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9280",200,100,"Y","pop5",9280
"232",1e+05,10,2.05945,42,2.72789,6.68597,NA,825.362,1714.42,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9281",200,100,"Y","pop5",9281
"233",1e+05,9,2.00834,47,2.72944,6.69149,NA,639.747,1719.14,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9282",200,100,"Y","pop5",9282
"234",1e+05,11,2.20483,39,2.70435,6.58603,NA,783.522,1699.14,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9283",200,100,"Y","pop5",9283
"235",1e+05,8,1.85635,35,2.71801,6.65544,NA,863.921,1708.37,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9284",200,100,"Y","pop5",9284
"236",1e+05,11,2.14837,43,2.71572,6.63499,NA,669.129,1743.64,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9285",200,100,"Y","pop5",9285
"237",1e+05,11,1.9715,42,2.73124,6.70424,NA,993.803,1682.44,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9286",200,100,"Y","pop5",9286
"238",1e+05,11,2.1484,41,2.71722,6.65581,NA,572.468,1703.87,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9287",200,100,"Y","pop5",9287
"239",1e+05,10,2.11967,44,2.7171,6.63826,NA,917.138,1694,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9288",200,100,"Y","pop5",9288
"240",1e+05,9,1.96809,29,2.73268,6.7014,NA,876.482,1680.53,0,0,"100_patches_3_cells_200_killed_ecology-pop5_9289",200,100,"Y","pop5",9289
"241",1e+05,10,2.58096,25,2.40262,5.69783,NA,2222.21,1218.3,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9300",200,100,"Y","pop6",9300
"242",1e+05,11,2.60894,21,2.38212,5.60918,NA,2827.8,1214.44,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9301",200,100,"Y","pop6",9301
"243",1e+05,10,2.63309,17,2.39588,5.69301,NA,2601.93,1208.93,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9302",200,100,"Y","pop6",9302
"244",1e+05,11,2.65553,23,2.3722,5.57207,NA,2041.77,1215.61,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9303",200,100,"Y","pop6",9303
"245",1e+05,12,2.64158,23,2.39715,5.68866,NA,2604.4,1217.24,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9304",200,100,"Y","pop6",9304
"246",1e+05,10,2.57273,21,2.41063,5.74188,NA,2531.11,1236.8,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9305",200,100,"Y","pop6",9305
"247",1e+05,11,2.57263,21,2.40813,5.71389,NA,2448.8,1196.53,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9306",200,100,"Y","pop6",9306
"248",1e+05,11,2.64148,24,2.38776,5.65502,NA,2563.2,1224.33,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9307",200,100,"Y","pop6",9307
"249",1e+05,10,2.59566,22,2.3798,5.60405,NA,2663.92,1228.73,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9308",200,100,"Y","pop6",9308
"250",1e+05,10,2.58839,17,2.39024,5.63604,NA,2298.48,1202.43,0,0,"100_patches_3_cells_200_killed_ecology-pop6_9309",200,100,"Y","pop6",9309
"251",1e+05,7,2.03039,28,2.64441,7.44208,NA,33600.2,1071.76,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9320",200,100,"Y","pop7",9320
"252",1e+05,9,2.05738,28,2.64584,7.37536,NA,37125.4,1084.54,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9321",200,100,"Y","pop7",9321
"253",1e+05,6,1.98287,31,2.68576,7.47749,NA,29678.3,1094.96,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9322",200,100,"Y","pop7",9322
"254",1e+05,8,2.0167,26,2.64413,7.39006,NA,34069.9,1063.17,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9323",200,100,"Y","pop7",9323
"255",1e+05,7,1.97497,17,2.68019,7.51962,NA,27336.7,1108.23,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9324",200,100,"Y","pop7",9324
"256",1e+05,9,1.98156,26,2.66321,7.423,NA,34119.9,1085.54,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9325",200,100,"Y","pop7",9325
"257",1e+05,7,1.99418,25,2.64955,7.39188,NA,39149.4,1095.04,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9326",200,100,"Y","pop7",9326
"258",1e+05,8,1.97121,24,2.65423,7.39219,NA,42182.8,1083.62,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9327",200,100,"Y","pop7",9327
"259",1e+05,6,1.91771,28,2.67614,7.36166,NA,43722.5,1075.91,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9328",200,100,"Y","pop7",9328
"260",1e+05,7,2.05486,24,2.6731,7.52268,NA,34472.8,1089.42,0,0,"100_patches_3_cells_200_killed_ecology-pop7_9329",200,100,"Y","pop7",9329
